33,-111,-2.411311866
33,-109,-3.113633664
33,-107,-4.177878231
35,-113,-3.776280965
35,-111,-1.266852952
35,-107,-3.173542158
37,-119,-0.379033515
37,-113,-0.160529018
37,-111,-0.307432635
37,-109,-0.269141312
37,-107,-0.51663324
37,-105,-0.907453119
39,-121,0.082176896
39,-119,-0.08514982
39,-117,-0.701413158
39,-115,-0.589472969
39,-113,-0.509419413
39,-111,-0.543981127
39,-109,-2.641124582
39,-107,0.144085682
39,-105,-0.684982445
39,-79,-0.383046685
41,-121,-0.686200169
41,-119,-3.247870606
41,-117,-1.085197863
41,-115,-0.448879812
41,-113,-2.877892659
41,-111,-0.36683008
41,-109,0.447493321
41,-107,0.561537756
41,-105,0.293109484
41,-79,-0.532116413
41,-77,-1.935821719
41,-75,0.58664568
43,-123,0.357305958
43,-121,-0.605653269
43,-119,-1.092945684
43,-117,-0.964221996
43,-115,-0.085197833
43,-113,-0.733365567
43,-111,0.272690462
43,-109,-0.004989356
43,-107,1.042168323
43,-105,0.338842644
43,-99,0.03792447
43,-97,0.785372305
43,-95,2.422365744
43,-93,2.892453979
43,-91,3.226150734
43,-89,2.665718246
43,-85,1.604537512
43,-75,0.032597654
43,-73,0.665285874
43,43,-0.435511159
45,-123,0.015063177
45,-121,-0.188301009
45,-119,-0.5308651
45,-117,0.171881885
45,-115,-0.111397963
45,-113,0.205368559
45,-111,0.156871894
45,-109,1.160894263
45,-107,1.304791361
45,-105,2.973312176
45,-103,1.830572251
45,-101,1.983343527
45,-99,1.748428812
45,-97,2.031479319
45,-95,0.234710452
45,-93,1.190091521
45,-91,1.778483434
45,-89,1.816771341
45,-79,0.058190918
45,-77,0.159616399
45,-75,0.390520087
45,-73,-0.139891612
45,-71,0.620306825
45,-69,0.846732718
45,5,-1.337745139
45,7,-2.455305197
45,131,3.324792945
45,133,0.783018386
45,135,0.634404767
47,-123,1.416765784
47,-121,0.534127158
47,-117,-0.062922059
47,-115,0.554717305
47,-113,0.322468466
47,-111,0.2571746
47,-109,0.37593913
47,-107,2.442451654
47,-105,3.695065869
47,-103,2.938206307
47,-101,2.792526349
47,-99,3.343791962
47,-97,2.252998954
47,-95,0.73496171
47,-93,0.441927038
47,-81,-0.065320444
47,-79,0.147254624
47,-77,0.162411072
47,-75,0.232056312
47,-73,0.053545677
47,-71,-0.382428298
47,-69,-0.001483594
47,-67,-0.054186591
47,7,-2.23119269
47,9,-1.6122805
47,11,-1.886251116
47,13,-1.951599665
47,15,-5.577618353
47,45,-5.804849836
47,131,1.811485132
47,135,1.096843376
49,-121,0.432917719
49,-119,0.25502811
49,-117,0.716951423
49,-115,0.853679664
49,-113,-0.479421628
49,-111,1.494923215
49,-109,1.698121528
49,-107,1.59283991
49,-105,2.488826719
49,-103,2.602272752
49,-101,2.037532521
49,-99,1.530673013
49,-97,1.361174641
49,-95,-0.261356383
49,-93,1.004633745
49,-91,1.212211949
49,-81,-0.084322321
49,-79,-0.12179216
49,-75,0.298372813
49,-73,0.185253608
49,-71,0.006073167
49,-69,0.585376808
49,-57,0.527526375
49,9,-3.223045733
49,11,-4.795147055
49,13,-2.659374768
49,19,-1.261872559
49,21,-0.25142538
49,23,0.35251485
49,41,0.023295079
49,43,-0.807358214
49,45,-2.385477556
49,47,-3.53267554
49,111,6.066927423
49,113,5.305164602
49,127,0.488576869
49,131,1.161782311
49,133,1.933293308
49,135,0.684337403
49,139,-1.558526956
51,-123,0.337113212
51,-121,0.228539452
51,-119,0.98636549
51,-117,0.238453367
51,-115,-0.223048789
51,-107,2.617524086
51,-103,0.750761639
51,-93,0.332448342
51,-91,2.612048405
51,-75,0.739938425
51,-71,-0.611906506
51,-69,0.576203601
51,-67,0.390026951
51,9,-4.149780424
51,11,-3.429927184
51,13,-1.933678203
51,15,0.989293296
51,23,-0.69654075
51,35,-0.343606064
51,37,-0.405916631
51,39,-0.245824694
51,41,-0.836613085
51,43,-0.155471387
51,45,-2.271449206
51,49,-0.175483782
51,51,0.168940017
51,55,-0.707622952
51,59,-0.017852987
51,81,0.21280974
51,83,1.618755421
51,85,0.234655343
51,87,2.129349267
51,91,3.794284825
51,95,1.009695612
51,103,1.338435787
51,105,3.362224507
51,107,0.969678343
51,109,1.991090574
51,111,-0.284745316
51,115,2.926629941
51,117,1.877431784
51,119,0.582243832
51,127,3.238384709
51,129,0.412722527
51,133,0.008865645
51,139,-0.249514903
53,-125,-2.485966995
53,-123,0.921942647
53,-121,0.524756802
53,-119,0.7333183
53,-117,0.7943694
53,-115,0.979384452
53,-113,0.932295625
53,-111,-0.424928731
53,-109,-0.446041601
53,-75,0.422412521
53,-73,0.303190248
53,-71,0.12031565
53,-69,0.388719593
53,-67,0.364191118
53,-65,0.336328786
53,-63,0.31438859
53,-61,1.399333203
53,21,-1.940548482
53,23,-1.414923342
53,27,-1.062985685
53,29,-0.476784538
53,31,2.129890623
53,33,-0.357178971
53,35,-0.36378734
53,37,-0.733333015
53,39,-1.605526985
53,41,-1.54058559
53,43,-0.015326267
53,45,0.438366272
53,47,-0.063326964
53,49,-0.415115458
53,51,-0.353760663
53,53,-0.730976751
53,55,-1.245795984
53,57,-0.691632613
53,59,0.652365496
53,61,-0.698175356
53,73,-1.138855781
53,79,-0.796622333
53,81,-1.992455991
53,83,-0.414968766
53,85,2.271022874
53,87,0.343642287
53,89,0.695293453
53,91,-0.580751672
53,93,0.792263663
53,97,0.190470052
53,99,-0.583350233
53,101,-0.055723509
53,105,0.986780277
53,111,2.556569346
53,113,1.938635968
53,117,-0.149275573
53,119,0.254152867
53,121,1.530298082
53,123,1.226631288
53,129,-0.440474324
53,133,0.665924636
53,137,-0.237728406
53,157,-0.186411547
55,-127,0.493839013
55,-125,-0.106522845
55,-123,-0.494520301
55,-115,0.282831367
55,-113,-0.075518623
55,-111,0.310729705
55,-75,-0.171746403
55,-73,-0.404897105
55,-71,-0.18041167
55,-67,0.002390166
55,-65,0.236314555
55,23,-1.716585447
55,27,-3.988080704
55,33,-0.363785056
55,35,1.363413368
55,37,-0.137636336
55,39,-0.358873177
55,41,-0.091609879
55,43,0.406251979
55,45,-0.133718134
55,47,0.359863258
55,49,0.790254092
55,51,1.433732206
55,53,-2.165375075
55,55,0.158055076
55,57,0.842273676
55,59,0.961743136
55,61,-0.759729933
55,65,0.539250696
55,67,0.235760245
55,73,0.619674836
55,75,1.053169405
55,79,-1.012551479
55,83,1.127531407
55,85,0.844056798
55,87,0.186262176
55,89,-1.461234061
55,91,3.680873793
55,97,-0.154659585
55,99,2.380050056
55,101,1.026976827
55,105,-0.013629322
55,107,0.389648326
55,113,0.067064261
