23,-105
23,113
25,-107
25,-105
25,99
25,101
25,103
25,105
25,107
25,109
25,111
25,113
25,117
27,-107
27,-105
27,83
27,85
27,87
27,89
27,91
27,93
27,95
27,97
27,99
27,101
27,103
27,105
27,107
27,109
27,111
27,113
27,115
27,119
29,-109
29,-107
29,-105
29,-103
29,-9
29,35
29,53
29,55
29,57
29,59
29,67
29,69
29,79
29,81
29,83
29,85
29,87
29,89
29,91
29,93
29,95
29,97
29,99
29,101
29,103
29,105
29,107
29,109
29,111
29,115
29,117
29,119
31,-111
31,-109
31,-107
31,-105
31,-89
31,-87
31,-85
31,-7
31,-5
31,49
31,51
31,53
31,55
31,57
31,59
31,61
31,65
31,67
31,69
31,71
31,77
31,79
31,81
31,83
31,85
31,87
31,89
31,91
31,93
31,95
31,97
31,99
31,101
31,103
31,105
31,107
31,109
31,111
31,115
31,117
31,119
33,-115
33,-113
33,-111
33,-109
33,-107
33,-105
33,-103
33,-101
33,-5
33,-3
33,37
33,45
33,47
33,49
33,51
33,53
33,55
33,57
33,59
33,61
33,63
33,65
33,67
33,69
33,71
33,73
33,75
33,77
33,79
33,81
33,83
33,85
33,87
33,89
33,91
33,93
33,95
33,97
33,99
33,101
33,103
33,105
33,107
33,109
33,111
33,113
33,115
33,117
33,119
35,-119
35,-117
35,-115
35,-113
35,-111
35,-109
35,-107
35,-105
35,-103
35,-101
35,-99
35,-97
35,-95
35,-93
35,-91
35,-89
35,-87
35,-85
35,-83
35,-81
35,-79
35,1
35,3
35,5
35,7
35,9
35,37
35,45
35,47
35,49
35,51
35,53
35,55
35,57
35,59
35,61
35,63
35,65
35,67
35,69
35,71
35,73
35,75
35,77
35,79
35,81
35,83
35,85
35,87
35,89
35,91
35,93
35,95
35,97
35,99
35,101
35,103
35,105
35,107
35,109
35,111
35,113
35,115
35,117
35,119
37,-121
37,-119
37,-117
37,-115
37,-113
37,-111
37,-109
37,-107
37,-105
37,-103
37,-101
37,-99
37,-97
37,-95
37,-93
37,-91
37,-89
37,-87
37,-85
37,-83
37,-81
37,-79
37,-77
37,37
37,39
37,41
37,43
37,47
37,55
37,57
37,59
37,61
37,63
37,65
37,67
37,69
37,71
37,73
37,75
37,77
37,79
37,81
37,83
37,85
37,87
37,89
37,91
37,93
37,95
37,97
37,99
37,101
37,103
37,105
37,107
37,109
37,111
37,113
37,115
37,117
39,-121
39,-119
39,-117
39,-115
39,-113
39,-111
39,-109
39,-107
39,-105
39,-103
39,-101
39,-99
39,-97
39,-95
39,-93
39,-91
39,-89
39,-87
39,-85
39,-83
39,-81
39,-79
39,-77
39,-7
39,-5
39,-3
39,-1
39,29
39,31
39,33
39,35
39,37
39,39
39,41
39,43
39,45
39,47
39,55
39,57
39,59
39,63
39,65
39,67
39,69
39,71
39,73
39,75
39,77
39,79
39,81
39,85
39,87
39,89
39,91
39,93
39,95
39,97
39,99
39,101
39,103
39,105
39,107
39,109
39,111
39,113
39,115
41,-123
41,-121
41,-119
41,-117
41,-115
41,-113
41,-111
41,-109
41,-107
41,-105
41,-103
41,-101
41,-99
41,-97
41,-95
41,-93
41,-91
41,-89
41,-87
41,-85
41,-81
41,-79
41,-77
41,-75
41,-7
41,-5
41,-3
41,-1
41,21
41,23
41,43
41,45
41,47
41,55
41,57
41,59
41,61
41,63
41,65
41,67
41,69
41,71
41,73
41,75
41,77
41,79
41,81
41,83
41,85
41,87
41,89
41,91
41,93
41,95
41,97
41,99
41,101
41,103
41,105
41,107
41,109
41,111
41,113
41,115
41,117
41,119
41,123
41,125
41,127
43,-123
43,-121
43,-119
43,-117
43,-115
43,-113
43,-111
43,-109
43,-107
43,-105
43,-103
43,-101
